0.000000 	 0.009854 	 0.416310 
1.766426 	 3.646023 	 0.913306 
0.922976 	 4.872172 	 5.267503 
4.544334 	 2.331784 	 8.312918 
9.317315 	 5.680596 	 5.560943 
0.508319 	 7.670512 	 0.189148 
2.523598 	 2.981972 	 8.759809 
5.315568 	 9.202609 	 5.154312 
8.104295 	 1.884202 	 8.863145 
5.706140 	 0.767746 	 8.152739 
9.848910 	 1.183517 	 8.939059 
7.844836 	 1.009163 	 2.533106 
0.198417 	 3.783775 	 6.788774 
6.809230 	 7.527067 	 0.062295 
6.244067 	 1.264624 	 6.175498 
7.709282 	 1.865358 	 4.967217 
5.095004 	 3.159390 	 7.017025 
3.672466 	 8.763124 	 3.709947 
5.252524 	 4.278346 	 5.427432 
6.679786 	 1.711418 	 8.307792 
8.619054 	 7.692212 	 0.525795 
9.667296 	 3.342839 	 0.820965 
2.703146 	 0.742624 	 6.762258 
8.101585 	 4.642112 	 5.691851 
5.122030 	 5.865103 	 7.387585 
8.716888 	 5.779673 	 9.647036 
3.335293 	 3.928280 	 1.769277 
1.118690 	 8.526809 	 8.111718 
9.548873 	 9.042832 	 1.389153 
6.861874 	 1.269874 	 0.040902 
0.005028 	 1.929519 	 5.867802 
3.749592 	 0.267859 	 4.647653 
7.853430 	 4.422348 	 2.879039 
8.533529 	 5.259720 	 7.284167 
2.663143 	 7.834840 	 4.680442 
1.969974 	 4.471770 	 7.284398 
9.660930 	 7.568408 	 4.660569 
8.689665 	 1.340393 	 8.460526 
0.180877 	 9.408548 	 6.700821 
7.999715 	 1.432168 	 6.104603 
9.082826 	 7.744147 	 3.660647 
9.442880 	 8.848217 	 4.451711 
1.630284 	 4.248173 	 4.798539 
0.311283 	 6.084302 	 7.922612 
1.824968 	 5.251213 	 8.987589 
3.087899 	 9.426259 	 3.880246 
9.305122 	 9.113842 	 3.377183 
5.328123 	 7.020773 	 9.710107 
7.680852 	 7.519413 	 0.908641 
8.539667 	 1.746445 	 0.197704 
4.190535 	 2.963699 	 3.782325 
4.187164 	 1.384482 	 3.808467 
2.997800 	 0.210121 	 2.388026 
0.371094 	 2.210590 	 5.254345 
4.945252 	 8.825220 	 7.738301 
0.590025 	 1.198014 	 5.478013 
3.419157 	 4.568119 	 5.881217 
5.851499 	 0.699270 	 8.189315 
4.031607 	 5.854830 	 1.911609 
8.922772 	 1.763318 	 2.077036 
1.157479 	 1.589146 	 9.926441 
6.815708 	 8.117961 	 6.422152 
3.293425 	 7.375533 	 8.234827 
7.212610 	 6.579824 	 3.587745 
6.103648 	 4.150036 	 8.149542 
7.739654 	 2.743108 	 0.447420 
6.010412 	 5.140911 	 6.302146 
1.808932 	 2.785009 	 4.524892 
6.429858 	 7.428319 	 4.136553 
6.180522 	 6.182893 	 8.544364 
1.814571 	 3.079280 	 0.233282 
0.091820 	 9.514532 	 9.907548 
2.049400 	 6.040932 	 9.356524 
5.595674 	 5.468662 	 4.391280 
4.497519 	 3.068053 	 2.008139 
2.157995 	 0.498956 	 2.095611 
5.745634 	 9.148202 	 4.156099 
6.541589 	 3.557006 	 5.867025 
3.919456 	 0.338502 	 2.855164 
0.916040 	 4.443845 	 9.259366 
9.212842 	 6.059275 	 8.611460 
0.147172 	 6.867008 	 8.445685 
1.296472 	 0.596560 	 0.130721 
3.911587 	 8.656760 	 0.150574 
9.242885 	 8.867188 	 6.620687 
6.549109 	 0.763399 	 0.929771 
0.032521 	 5.266701 	 7.897563 
6.540187 	 5.458925 	 7.983887 
7.267528 	 2.533147 	 2.552461 
1.383544 	 4.829493 	 4.675867 
1.008759 	 5.042142 	 8.583950 
0.100477 	 8.215705 	 9.643176 
0.194594 	 9.296193 	 0.630804 
0.379622 	 1.902569 	 2.766656 
4.473141 	 6.493818 	 1.511235 
4.871553 	 6.496577 	 5.342798 
3.568024 	 3.941164 	 7.219923 
7.247018 	 3.061410 	 1.065807 
9.107796 	 7.409138 	 2.390577 
6.513438 	 3.684113 	 0.261815 
8.492579 	 0.418161 	 0.561211 
4.260386 	 4.797333 	 5.016945 
9.805266 	 6.075053 	 9.126560 
7.504165 	 7.138129 	 9.711324 
0.292117 	 2.642887 	 0.183105 
0.806761 	 1.546358 	 1.143518 
7.565376 	 9.382488 	 1.288038 
5.926117 	 1.225242 	 5.991780 
0.658728 	 2.560257 	 4.124507 
9.483872 	 3.534954 	 0.169964 
9.734255 	 7.623585 	 8.619748 
4.051303 	 8.678671 	 0.367614 
2.084792 	 4.233334 	 9.848231 
5.643527 	 5.762619 	 4.682228 
4.641598 	 7.611205 	 3.020843 
4.172565 	 0.985240 	 1.368461 
6.981376 	 1.804479 	 8.930770 
7.308788 	 3.022871 	 1.412184 
8.240996 	 4.422028 	 5.901124 
9.776220 	 5.026890 	 8.976594 
7.248084 	 2.612822 	 4.550350 
2.619576 	 9.604886 	 0.169306 
9.404388 	 9.019608 	 0.978709 
5.211225 	 0.847016 	 7.954020 
8.689104 	 0.957817 	 8.802716 
0.060062 	 2.020117 	 4.726391 
6.442311 	 9.339678 	 0.984262 
5.708980 	 5.075830 	 6.594364 
8.929151 	 7.357549 	 6.892502 
8.093387 	 2.404088 	 7.635150 
7.687276 	 5.423604 	 4.810508 
4.143804 	 0.735676 	 5.266976 
5.076225 	 7.515980 	 1.310929 
0.093761 	 7.639735 	 1.011930 
9.652878 	 0.892442 	 1.159202 
8.962738 	 7.452455 	 2.185303 
5.854602 	 2.407929 	 8.844603 
3.960932 	 0.565028 	 9.272161 
4.524203 	 8.707817 	 2.302309 
4.889618 	 5.712543 	 8.528892 
2.183643 	 9.205110 	 0.386261 
4.083901 	 0.538191 	 1.051623 
5.297816 	 5.729540 	 1.144937 
0.425676 	 5.009024 	 7.247493 
4.942308 	 3.460856 	 0.350746 
3.665051 	 9.156007 	 5.049290 
8.617683 	 9.235383 	 0.153471 
2.899615 	 2.393578 	 7.164624 
1.015735 	 7.773778 	 2.446622 
4.316627 	 5.915993 	 5.145160 
7.686353 	 7.215875 	 8.035791 
7.405184 	 5.061796 	 8.183141 
0.592642 	 5.758705 	 8.617476 
5.511739 	 8.286545 	 1.240575 
7.101736 	 0.015720 	 0.317971 
2.913441 	 6.714358 	 3.002365 
4.338375 	 2.732958 	 1.242908 
1.343285 	 1.049426 	 4.160326 
8.205839 	 2.601222 	 1.483297 
0.138782 	 2.212722 	 3.529155 
7.619300 	 4.212026 	 6.866911 
5.266914 	 3.298790 	 1.436444 
3.753581 	 7.446651 	 7.298844 
7.319537 	 1.737602 	 5.566973 
6.855141 	 8.704556 	 5.583930 
3.447390 	 5.356509 	 9.622642 
9.231711 	 7.527150 	 6.869607 
3.361660 	 3.607325 	 7.079079 
6.625543 	 3.974514 	 0.137413 
4.079505 	 6.675120 	 2.194457 
0.888169 	 6.175710 	 0.191816 
2.172419 	 2.060550 	 3.744847 
3.998230 	 2.939484 	 5.242777 
7.921517 	 3.971001 	 7.270586 
